,car_name,company,year,kms_driven,fuel_type,Price
402,Honda Brio V,Honda,2012,33000,Petrol,235000.0
403,Mahindra TUV300 T4,Mahindra,2017,68000,Diesel,610000.0
404,Chevrolet Spark LS,Chevrolet,2010,23000,Petrol,95000.0
405,Mahindra TUV300 T8,Mahindra,2018,4500,Diesel,1000000.0
406,Maruti Suzuki Swift,Maruti,2015,129000,Diesel,220000.0
407,Nissan X Trail,Nissan,2019,300,Diesel,1200000.0
408,Maruti Suzuki Alto,Maruti,2015,5000,Petrol,230000.0
409,Ford Ikon 1.3,Ford,2001,65000,Petrol,45000.0
410,Toyota Fortuner 3.0,Toyota,2010,131000,Diesel,940000.0
411,Tata Manza ELAN,Tata,2010,111111,Petrol,155555.0
412,Mercedes Benz A,Mercedes,2013,14000,Petrol,1500000.0
413,Chevrolet Beat LS,Chevrolet,2016,22000,Diesel,210000.0
414,Ford EcoSport Trend,Ford,2013,38000,Diesel,495000.0
415,Tata Indigo LS,Tata,2016,70000,Diesel,125000.0
416,Hyundai i20 Magna,Hyundai,2010,36000,Petrol,195000.0
417,Volkswagen Vento Highline,Volkswagen,2015,34000,Diesel,550000.0
418,Renault Kwid RXT,Renault,2015,43000,Petrol,270000.0
419,Ford EcoSport Titanium,Ford,2014,40000,Diesel,500000.0
420,Honda Amaze 1.5,Honda,2016,160000,Diesel,240000.0
421,Hyundai Verna 1.6,Hyundai,2017,12000,Petrol,800000.0
422,BMW 5 Series,BMW,2011,49000,Diesel,1299000.0
423,Skoda Superb 1.8,Skoda,2011,68000,Petrol,530000.0
424,Audi Q3 2.0,Audi,2013,37000,Diesel,1499000.0
425,Mahindra Bolero DI,Mahindra,2012,59466,Diesel,220000.0
426,Mahindra Scorpio S10,Mahindra,2015,97200,Diesel,900000.0
427,Ford Figo Duratorq,Ford,2012,99000,Diesel,250000.0
428,Maruti Suzuki Wagon,Maruti,2018,25500,Petrol,395000.0
429,Mahindra Logan Diesel,Mahindra,2009,66000,Petrol,130000.0
430,Tata Nano GenX,Tata,2010,44005,Petrol,32000.0
431,Mahindra TUV300 T4,Mahindra,2016,35000,Diesel,540000.0
432,Mahindra TUV300 T4,Mahindra,2016,35000,Diesel,540000.0
433,Hyundai Elite i20,Hyundai,2015,28000,Petrol,405000.0
434,Hyundai Elite i20,Hyundai,2015,30000,Petrol,400000.0
435,Honda City SV,Honda,2017,4000,Petrol,760000.0
436,Maruti Suzuki Baleno,Maruti,2016,28000,Petrol,500000.0
437,Ford Figo Petrol,Ford,2011,75000,Petrol,175000.0
438,Mahindra Scorpio S10,Mahindra,2015,97200,Diesel,900000.0
439,Honda City,Honda,2017,3000,Petrol,750000.0
440,Hyundai Elite i20,Hyundai,2015,20000,Petrol,419000.0
441,Maruti Suzuki Versa,Maruti,2004,50000,Petrol,90000.0
442,Hyundai Eon Era,Hyundai,2018,2110,Petrol,140000.0
443,Mitsubishi Pajero Sport,Mitsubishi,2015,43222,Petrol,1540000.0
444,Hyundai i10 Magna,Hyundai,2008,100200,Petrol,275000.0
445,Toyota Corolla H2,Toyota,2003,100000,Petrol,150000.0
446,Maruti Suzuki Swift,Maruti,2011,65,Petrol,230000.0
447,Tata Indigo CS,Tata,2015,100000,Diesel,123000.0
448,Mahindra Scorpio S10,Mahindra,2015,97200,Diesel,900000.0
449,Mahindra Scorpio S10,Mahindra,2015,97200,Diesel,900000.0
450,Hyundai Xcent Base,Hyundai,2016,140000,Diesel,300000.0
451,Honda City,Honda,2015,55000,Petrol,499999.0
452,Hyundai Accent Executive,Hyundai,2009,48000,Petrol,165000.0
453,Maruti Suzuki Baleno,Maruti,2016,22000,Petrol,498000.0
454,Tata Zest XE,Tata,2018,103553,Diesel,480000.0
455,Maruti Suzuki Dzire,Maruti,2017,80000,Diesel,488000.0
456,Tata Sumo Gold,Tata,2014,99000,Diesel,250000.0
457,Toyota Corolla Altis,Toyota,2010,58000,Petrol,220000.0
458,Toyota Fortuner 3.0,Toyota,2015,120000,Diesel,1525000.0
459,Mahindra XUV500 W6,Mahindra,2013,49800,Diesel,548900.0
460,Tata Tigor Revotron,Tata,2019,100,Diesel,650000.0
461,Maruti Suzuki 800,Maruti,2001,81876,Petrol,55000.0
462,Maruti Suzuki Ertiga,Maruti,2015,75000,Petrol,550000.0
463,Maruti Suzuki Versa,Maruti,2004,50000,Petrol,90000.0
464,Honda Mobilio S,Honda,2014,44000,Diesel,399000.0
465,Maruti Suzuki Ertiga,Maruti,2016,55000,Diesel,730000.0
466,Maruti Suzuki Vitara,Maruti,2017,36000,Diesel,725000.0
467,Hyundai Verna 1.6,Hyundai,2016,56000,Diesel,195000.0
468,Maruti Suzuki Swift,Maruti,2007,62000,Petrol,130000.0
469,Toyota Fortuner 3.0,Toyota,2015,120000,Diesel,1525000.0
470,Maruti Suzuki Omni,Maruti,2014,6020,Petrol,190000.0
471,Honda Amaze,Honda,2013,55700,Diesel,250000.0
472,Tata Indica,Tata,2005,42000,Petrol,80000.0
473,Hyundai Santro Xing,Hyundai,2003,50000,Petrol,120000.0
474,Maruti Suzuki Zen,Maruti,2010,35000,Petrol,149000.0
475,Maruti Suzuki Wagon,Maruti,2014,18500,Petrol,250000.0
476,Maruti Suzuki Wagon,Maruti,2007,7000,Petrol,120000.0
477,Honda Brio VX,Honda,2017,11000,Petrol,450000.0
478,Maruti Suzuki Zen,Maruti,2003,53000,Petrol,99999.0
479,Maruti Suzuki Zen,Maruti,2008,23000,Petrol,135000.0
480,Maruti Suzuki Wagon,Maruti,2016,35500,Diesel,225000.0
481,Maruti Suzuki Alto,Maruti,2010,22134,Petrol,99000.0
482,Renault Kwid RXT,Renault,2019,1000,Petrol,370000.0
483,Tata Nano Lx,Tata,2010,9000,Petrol,52000.0
484,Jaguar XE XE,Jaguar,2016,8500,Petrol,2800000.0
485,Hyundai Eon Magna,Hyundai,2014,35000,Petrol,190000.0
486,Honda City 1.5,Honda,2014,22000,Petrol,499000.0
487,Hindustan Motors Ambassador,Hindustan,2002,25000,Diesel,90000.0
488,Maruti Suzuki Ritz,Maruti,2010,40000,Petrol,149000.0
489,Hyundai Grand i10,Hyundai,2017,20000,Petrol,400000.0
490,Hyundai Eon D,Hyundai,2016,87000,Petrol,120000.0
491,Maruti Suzuki Swift,Maruti,2015,55000,Petrol,250000.0
492,Maruti Suzuki Wagon,Maruti,2017,23000,Petrol,375000.0
493,Honda Amaze 1.2,Honda,2014,6000,Petrol,381000.0
494,Maruti Suzuki Estilo,Maruti,2013,65000,Petrol,180000.0
495,Maruti Suzuki Vitara,Maruti,2016,25000,Diesel,580000.0
496,Maruti Suzuki Eeco,Maruti,2015,39000,Petrol,278000.0
497,Hyundai Creta 1.6,Hyundai,2016,8000,Petrol,1000000.0
498,Mahindra Scorpio Vlx,Mahindra,2013,75000,Diesel,690000.0
499,Maruti Suzuki Ertiga,Maruti,2012,51000,Diesel,480000.0
500,Mitsubishi Lancer 1.8,Mitsubishi,2006,50000,Petrol,85000.0
501,Maruti Suzuki Maruti,Maruti,2001,75000,Petrol,40000.0
502,Maruti Suzuki Alto,Maruti,2015,55800,Petrol,90000.0
503,Hyundai Grand i10,Hyundai,2015,53000,Petrol,340000.0
504,Hyundai Eon D,Hyundai,2018,25000,Petrol,260000.0
505,Ford Fiesta SXi,Ford,2009,56400,Petrol,250000.0
506,Maruti Suzuki Ritz,Maruti,2010,72160,Diesel,180000.0
507,Hyundai Verna Fluidic,Hyundai,2012,10000,Diesel,350000.0
508,Maruti Suzuki Wagon,Maruti,2006,48000,Petrol,90001.0
509,Maruti Suzuki Estilo,Maruti,2007,36000,Petrol,115000.0
510,Audi A6 2.0,Audi,2012,11500,Diesel,1599000.0
511,Maruti Suzuki Wagon,Maruti,2003,133000,Petrol,130000.0
512,Maruti Suzuki Wagon,Maruti,2009,27000,Petrol,159000.0
513,Maruti Suzuki Wagon,Maruti,2009,35000,Petrol,160000.0
514,Maruti Suzuki Alto,Maruti,2010,55000,Petrol,110000.0
515,Maruti Suzuki Baleno,Maruti,2016,40000,Petrol,425000.0
516,Hyundai Verna 1.6,Hyundai,2019,2000,Petrol,900000.0
517,Maruti Suzuki Swift,Maruti,2009,45000,Petrol,150000.0
518,Hyundai Getz Prime,Hyundai,2009,20000,Petrol,110000.0
519,Hyundai Santro,Hyundai,2000,88000,Petrol,51999.0
520,Hyundai Getz Prime,Hyundai,2009,20000,Petrol,115000.0
521,Chevrolet Beat PS,Chevrolet,2012,65422,Diesel,215000.0
522,Ford EcoSport Trend,Ford,2017,10000,Petrol,580000.0
523,Maruti Suzuki Dzire,Maruti,2013,35000,Petrol,380000.0
524,Hyundai Fluidic Verna,Hyundai,2013,117000,Diesel,350000.0
525,Tata Indica V2,Tata,2005,150000,Diesel,35000.0
526,BMW X1 xDrive20d,BMW,2011,72000,Diesel,1150000.0
527,Hyundai i20 Asta,Hyundai,2010,10750,Petrol,300000.0
528,Honda City 1.5,Honda,2009,55000,Petrol,269000.0
529,Tata Nano,Tata,2013,6800,Petrol,60000.0
530,Chevrolet Cruze LTZ,Chevrolet,2014,41000,Diesel,400000.0
531,Hyundai Verna Fluidic,Hyundai,2015,73000,Diesel,430000.0
532,Maruti Suzuki Swift,Maruti,2011,65000,Diesel,140000.0
533,Mahindra XUV500 W6,Mahindra,2014,45000,Diesel,8500003.0
534,Mahindra XUV500 W10,Mahindra,2018,40000,Diesel,1299000.0
535,Maruti Suzuki Alto,Maruti,2014,37000,Petrol,199000.0
536,Hyundai Accent GLE,Hyundai,2006,55000,Petrol,90000.0
537,Force Motors One,Force,2013,140000,Diesel,550000.0
538,Maruti Suzuki Alto,Maruti,2019,9800,Petrol,265000.0
539,Chevrolet Spark 1.0,Chevrolet,2011,27000,Petrol,100000.0
540,Hyundai i10,Hyundai,2009,27000,Petrol,215000.0
541,Toyota Etios Liva,Toyota,2012,20000,Diesel,380000.0
542,Renault Duster 85PS,Renault,2013,57923,Diesel,401919.0
543,Chevrolet Enjoy,Chevrolet,2014,30201,Diesel,490000.0
544,Maruti Suzuki Alto,Maruti,2017,6200,Petrol,280000.0
545,BMW 5 Series,BMW,2009,37518,Petrol,650000.0
546,Toyota Etios Liva,Toyota,2014,24652,Petrol,160000.0
547,Mahindra Jeep MM,Mahindra,2004,383,Diesel,424000.0
548,Chevrolet Beat LS,Chevrolet,2016,95000,Diesel,225000.0
549,Chevrolet Cruze LTZ,Chevrolet,2011,35000,Diesel,350000.0
550,Jeep Wrangler Unlimited,Jeep,2015,3528,Diesel,950000.0
551,Maruti Suzuki Ertiga,Maruti,2013,52500,Diesel,485000.0
552,Hyundai Verna VGT,Hyundai,2010,47900,Diesel,205000.0
553,Maruti Suzuki Omni,Maruti,2012,14000,Petrol,160000.0
554,Maruti Suzuki Celerio,Maruti,2018,37000,Petrol,310000.0
555,Tata Zest Quadrajet,Tata,2017,90000,Diesel,180000.0
556,Mahindra XUV500 W6,Mahindra,2013,52800,Diesel,549900.0
557,Tata Indigo CS,Tata,2016,104000,Diesel,150000.0
558,Hyundai i10 Era,Hyundai,2011,30000,Petrol,175000.0
559,Tata Indigo eCS,Tata,2014,195000,Diesel,95000.0
560,Tata Indigo LX,Tata,2016,104000,Diesel,230000.0
561,Tata Indigo eCS,Tata,2016,104000,Diesel,230000.0
562,Tata Indigo Marina,Tata,2004,70000,Diesel,180000.0
563,Hyundai Xcent SX,Hyundai,2015,43000,Diesel,400000.0
564,Hyundai Eon Magna,Hyundai,2013,23000,Petrol,185000.0
565,Renault Duster 85,Renault,2015,51000,Diesel,385000.0
566,Maruti Suzuki Alto,Maruti,2009,62000,Petrol,90000.0
567,Tata Nano LX,Tata,2010,48008,Petrol,32000.0
568,Renault Duster 110,Renault,2013,39000,Diesel,435000.0
569,Maruti Suzuki Wagon,Maruti,2010,40000,Petrol,225000.0
570,Maruti Suzuki Swift,Maruti,2006,48247,Petrol,189700.0
571,Maruti Suzuki Ertiga,Maruti,2012,39000,Diesel,389700.0
572,Maruti Suzuki Swift,Maruti,2014,23000,Petrol,365000.0
573,Maruti Suzuki Alto,Maruti,2017,9400,Petrol,360000.0
574,Hyundai i20 Magna,Hyundai,2010,50000,Petrol,210000.0
575,Hyundai i10 Magna,Hyundai,2009,75000,Petrol,170000.0
576,Tata Zest XE,Tata,2017,70000,Diesel,380000.0
577,Mahindra Xylo E8,Mahindra,2009,64000,Diesel,295000.0
578,Toyota Corolla Altis,Toyota,2010,55000,Petrol,185000.0
579,Tata Manza Aqua,Tata,2014,200000,Diesel,160000.0
580,Renault Kwid 1.0,Renault,2018,2137,Petrol,290000.0
581,Tata Venture EX,Tata,2013,30000,Diesel,100000.0
582,Maruti Suzuki Swift,Maruti,2014,44000,Petrol,315000.0
583,Skoda Octavia Classic,Skoda,2006,65000,Diesel,114990.0
584,Chevrolet Beat Diesel,Chevrolet,2011,56000,Diesel,125000.0
585,Tata Sumo Gold,Tata,2012,75000,Diesel,210000.0
586,Hyundai Verna 1.6,Hyundai,2018,42000,Diesel,855000.0
587,Tata Sumo Gold,Tata,2012,75000,Diesel,210000.0
588,Mahindra Scorpio 2.6,Mahindra,2007,56000,Diesel,260000.0
589,Maruti Suzuki Zen,Maruti,2002,10544,Petrol,95000.0
590,Maruti Suzuki Swift,Maruti,2011,64000,Petrol,255000.0
591,Mahindra Scorpio SLX,Mahindra,2008,70000,Diesel,300000.0
592,Hyundai Grand i10,Hyundai,2014,25000,Petrol,340000.0
593,Hyundai Elite i20,Hyundai,2017,15000,Petrol,550000.0
594,Ford Ikon 1.6,Ford,2003,50000,Petrol,60000.0
595,Toyota Innova 2.5,Toyota,2011,147000,Diesel,750000.0
596,Nissan Sunny XL,Nissan,2011,52000,Petrol,230000.0
597,Chevrolet Beat LT,Chevrolet,2012,90001,Diesel,130000.0
598,Maruti Suzuki Alto,Maruti,2017,21000,Petrol,270000.0
599,Maruti Suzuki Swift,Maruti,2012,48006,Diesel,280000.0
600,Maruti Suzuki Swift,Maruti,2012,48006,Diesel,280000.0
601,Maruti Suzuki Swift,Maruti,2012,48006,Diesel,280000.0
602,Toyota Innova 2.0,Toyota,2012,80000,Diesel,600000.0
603,Maruti Suzuki Swift,Maruti,2010,74000,Diesel,190000.0
604,Hyundai Elite i20,Hyundai,2015,22000,Petrol,500000.0
605,Mahindra XUV500 W10,Mahindra,2016,41000,Diesel,1065000.0
606,Volkswagen Polo Trendline,Volkswagen,2015,25000,Diesel,350000.0
607,Toyota Etios Liva,Toyota,2012,85000,Diesel,350000.0
608,Mahindra TUV300 T4,Mahindra,2016,29500,Diesel,540000.0
609,Hyundai Elite i20,Hyundai,2015,30000,Petrol,470000.0
610,Hyundai Santro Xing,Hyundai,2014,57000,Petrol,179000.0
611,Maruti Suzuki Zen,Maruti,2003,60000,Petrol,48000.0
612,Maruti Suzuki Ciaz,Maruti,2016,50000,Petrol,650000.0
613,Hyundai Eon Era,Hyundai,2013,39700,Petrol,190000.0
614,Hyundai Elantra 1.8,Hyundai,2012,65000,Petrol,500000.0
615,Maruti Suzuki Swift,Maruti,2010,67000,Diesel,270000.0
616,Maruti Suzuki Zen,Maruti,2008,46000,Petrol,125000.0
617,Hyundai Eon Era,Hyundai,2012,38000,Petrol,188000.0
618,Hyundai Grand i10,Hyundai,2016,27000,Petrol,380000.0
619,Hyundai Verna Fluidic,Hyundai,2011,43000,Diesel,365000.0
620,Ford EcoSport Trend,Ford,2014,47000,Petrol,465000.0
621,Hyundai i20 Magna,Hyundai,2011,42000,Petrol,240000.0
622,Chevrolet Beat Diesel,Chevrolet,2016,19336,Diesel,179999.0
623,Tata Indica eV2,Tata,2015,60105,Diesel,140000.0
624,Jaguar XF 2.2,Jaguar,2013,29000,Diesel,2190000.0
625,Audi Q5 2.0,Audi,2014,34000,Diesel,2390000.0
626,BMW 3 Series,BMW,2011,35000,Diesel,1075000.0
627,Maruti Suzuki Swift,Maruti,2015,22000,Petrol,475000.0
628,BMW X1 sDrive20d,BMW,2012,41000,Diesel,1025000.0
629,Maruti Suzuki S,Maruti,2016,21000,Diesel,615000.0
630,Maruti Suzuki Ertiga,Maruti,2013,48000,Diesel,475000.0
631,Maruti Suzuki Alto,Maruti,2016,38000,Petrol,270000.0
632,Honda City SV,Honda,2014,34000,Diesel,475000.0
633,Volkswagen Vento Comfortline,Volkswagen,2011,45933,Petrol,240000.0
634,Honda City 1.5,Honda,2005,68000,Petrol,120000.0
635,Audi A4 2.0,Audi,2016,44000,Diesel,1900000.0
636,Mahindra KUV100,Mahindra,2017,35000,Diesel,360000.0
637,Tata Zest XE,Tata,2018,102563,Diesel,450000.0
638,Mahindra XUV500 W8,Mahindra,2015,28600,Diesel,900000.0
639,Maruti Suzuki Swift,Maruti,2017,41800,Diesel,650000.0
640,Tata Sumo Gold,Tata,2014,116000,Diesel,275000.0
641,Maruti Suzuki Swift,Maruti,2009,59000,Petrol,210000.0
642,Mahindra Scorpio 2.6,Mahindra,2004,58000,Diesel,175000.0
643,Maruti Suzuki Omni,Maruti,2009,45000,Petrol,85000.0
644,Mitsubishi Pajero Sport,Mitsubishi,2015,42590,Diesel,1490000.0
645,Renault Duster,Renault,2014,7400,Diesel,800000.0
646,Volkswagen Jetta Comfortline,Volkswagen,2009,54500,Diesel,450000.0
647,Maruti Suzuki Ertiga,Maruti,2012,200000,Diesel,1000000.0
648,Audi A4 2.0,Audi,2013,27000,Diesel,1510000.0
649,Volvo S80 Summum,Volvo,2015,42000,Diesel,1850000.0
650,Toyota Corolla Altis,Toyota,2014,29000,Petrol,790000.0
651,Mitsubishi Pajero Sport,Mitsubishi,2015,37000,Diesel,1725000.0
652,Chevrolet Beat LT,Chevrolet,2012,36000,Petrol,135000.0
653,BMW X1,BMW,2011,34000,Diesel,1000000.0
654,Datsun Redi GO,Datsun,2018,7000,Petrol,299999.0
655,Mercedes Benz C,Mercedes,2009,76000,Diesel,1225000.0
656,Mahindra Scorpio SLX,Mahindra,2004,60000,Diesel,175000.0
657,Volkswagen Vento Comfortline,Volkswagen,2011,95000,Diesel,200000.0
658,Tata Indigo CS,Tata,2017,50000,Diesel,270000.0
659,Ford Figo Petrol,Ford,2019,0,Petrol,525000.0
660,Honda City ZX,Honda,2006,50000,Petrol,180000.0
661,Maruti Suzuki Wagon,Maruti,2008,68000,Petrol,140000.0
662,Ford EcoSport Trend,Ford,2014,16000,Petrol,400000.0
663,Maruti Suzuki Swift,Maruti,2016,51000,Diesel,499000.0
664,Maruti Suzuki Omni,Maruti,2009,56000,Petrol,85000.0
665,Maruti Suzuki Zen,Maruti,2004,100000,Petrol,70000.0
666,Renault Duster RxL,Renault,2015,36000,Petrol,550000.0
667,Maruti Suzuki Swift,Maruti,2014,11523,Petrol,370000.0
668,Maruti Suzuki Baleno,Maruti,2018,1000,Petrol,690000.0
669,Honda WR V,Honda,2009,60000,Petrol,250000.0
670,Tata Indigo CS,Tata,2016,85000,Diesel,110000.0
671,Renault Duster 110,Renault,2013,38600,Diesel,490000.0
672,Mahindra Scorpio LX,Mahindra,2009,95500,Diesel,320000.0
673,Maruti Suzuki Zen,Maruti,2004,56000,Petrol,68000.0
674,Maruti Suzuki Wagon,Maruti,2014,37458,Petrol,130000.0
675,Maruti Suzuki SX4,Maruti,2016,85960,Diesel,970000.0
676,Audi A3 Cabriolet,Audi,2015,12516,Petrol,3100000.0
677,Hyundai Eon D,Hyundai,2018,35000,Petrol,280000.0
678,Maruti Suzuki Zen,Maruti,2009,0,Petrol,125000.0
679,Mahindra Scorpio SLX,Mahindra,2008,80000,Diesel,285000.0
680,Hyundai Santro AE,Hyundai,2011,45000,Petrol,165000.0
681,Maruti Suzuki Swift,Maruti,2009,51000,Diesel,250000.0
682,Mahindra Scorpio S4,Mahindra,2015,30000,Diesel,865000.0
683,Mahindra Xylo D2,Mahindra,2011,48000,Diesel,390000.0
684,Hyundai Santro,Hyundai,2003,51000,Petrol,60000.0
685,Chevrolet Beat LT,Chevrolet,2015,90000,Diesel,215000.0
686,Maruti Suzuki Swift,Maruti,2015,43000,Diesel,475000.0
687,Mahindra XUV500 W8,Mahindra,2015,53000,Diesel,899000.0
688,Toyota Fortuner 3.0,Toyota,2013,97000,Diesel,1499000.0
689,Maruti Suzuki Alto,Maruti,2013,20000,Petrol,240000.0
690,Hyundai Getz GLE,Hyundai,2007,55000,Petrol,99000.0
691,Maruti Suzuki Swift,Maruti,2014,120000,Diesel,260000.0
692,Hyundai Creta 1.6,Hyundai,2019,0,Petrol,1200000.0
693,Hyundai Santro Xing,Hyundai,2007,46000,Petrol,115000.0
694,Hyundai Santro Xing,Hyundai,2009,43200,Petrol,88000.0
695,Mahindra Xylo D2,Mahindra,2011,56000,Diesel,390000.0
696,Hyundai Santro Xing,Hyundai,2007,42000,Petrol,135000.0
697,Tata Indica V2,Tata,2009,30600,Diesel,90000.0
698,Hyundai i10 Sportz,Hyundai,2011,38000,Petrol,220000.0
699,Hyundai Grand i10,Hyundai,2017,2550,Petrol,424999.0
700,Hyundai Santro Xing,Hyundai,2007,47000,Petrol,135000.0
701,Honda City 1.5,Honda,2005,41000,Petrol,95000.0
702,Nissan Micra XL,Nissan,2017,62500,Diesel,430000.0
703,Honda City 1.5,Honda,2005,68000,Petrol,115000.0
704,Maruti Suzuki Alto,Maruti,2015,50000,Petrol,215000.0
705,Maruti Suzuki Wagon,Maruti,2004,69000,Petrol,53000.0
706,Maruti Suzuki Ertiga,Maruti,2012,48000,Diesel,500000.0
707,Tata Indica eV2,Tata,2012,55000,Diesel,85000.0
708,Maruti Suzuki Omni,Maruti,2013,25000,Petrol,165000.0
709,Hyundai Eon Era,Hyundai,2014,28400,Petrol,200000.0
710,Hyundai Eon,Hyundai,2014,28000,Petrol,200000.0
711,Maruti Suzuki Swift,Maruti,2015,42000,Diesel,425000.0
712,Hyundai Verna 1.6,Hyundai,2012,29000,Diesel,600000.0
713,Chevrolet Tavera LS,Chevrolet,2005,68485,Diesel,130000.0
714,Tata Tiago Revotron,Tata,2018,3500,Petrol,430000.0
715,Tata Tiago Revotorq,Tata,2019,0,Petrol,568500.0
716,Maruti Suzuki Zen,Maruti,2006,32000,Petrol,71000.0
717,Mahindra KUV100 K8,Mahindra,2018,8000,Diesel,560000.0
718,Ford EcoSport Titanium,Ford,2014,34000,Diesel,590000.0
719,Hindustan Motors Ambassador,Hindustan,1995,37000,Petrol,750000.0
720,Ford Fusion 1.4,Ford,2007,85455,Diesel,125000.0
721,Hyundai Santro Xing,Hyundai,2007,46000,Petrol,135000.0
722,Hyundai Santro,Hyundai,2002,47000,Petrol,60000.0
723,Fiat Linea Emotion,Fiat,2009,64000,Petrol,120000.0
724,Ford Ikon 1.3,Ford,2008,46000,Petrol,95000.0
725,Maruti Suzuki Omni,Maruti,2017,8000,Petrol,240000.0
726,Tata Indica V2,Tata,2012,64000,Diesel,115000.0
727,Mahindra Scorpio S4,Mahindra,2015,63000,Diesel,795000.0
728,Hyundai Santro Xing,Hyundai,2007,65000,Petrol,55000.0
729,Mahindra Xylo D2,Mahindra,2009,62000,Diesel,300000.0
730,Hyundai Grand i10,Hyundai,2014,41000,Petrol,320000.0
731,Maruti Suzuki Alto,Maruti,2015,14000,Petrol,265000.0
732,Toyota Corolla,Toyota,2006,40000,Petrol,160000.0
733,Hyundai Eon Magna,Hyundai,2017,1600,Petrol,300000.0
734,Tata Sumo Grande,Tata,2010,90000,Diesel,130000.0
735,Maruti Suzuki Swift,Maruti,2011,58000,Diesel,250000.0
736,Volkswagen Polo Highline1.2L,Volkswagen,2013,27000,Petrol,380000.0
737,Maruti Suzuki Alto,Maruti,2003,60000,Petrol,42000.0
738,Tata Tiago Revotron,Tata,2017,31000,Petrol,400000.0
739,Maruti Suzuki Swift,Maruti,2009,90000,Diesel,120000.0
740,Maruti Suzuki Swift,Maruti,2009,90000,Diesel,120000.0
741,Tata Indigo eCS,Tata,2016,150000,Diesel,130000.0
742,Chevrolet Beat LS,Chevrolet,2014,31000,Diesel,189000.0
743,Mahindra Xylo E8,Mahindra,2011,43000,Diesel,365000.0
744,Hyundai Eon D,Hyundai,2013,20000,Petrol,170000.0
745,Tata Sumo Gold,Tata,2013,100000,Petrol,215000.0
746,Tata Nano,Tata,2013,7000,Petrol,60000.0
747,Hyundai Elite i20,Hyundai,2017,31000,Petrol,599999.0
748,Hyundai i10 Magna,Hyundai,2009,33000,Petrol,400000.0
749,Hyundai Creta,Hyundai,2016,60000,Diesel,900000.0
750,Volkswagen Polo,Volkswagen,2013,48000,Diesel,299999.0
751,Maruti Suzuki Dzire,Maruti,2014,33000,Petrol,374999.0
752,Tata Bolt XM,Tata,2015,15000,Petrol,600000.0
753,Maruti Suzuki Alto,Maruti,2005,47000,Petrol,70000.0
754,Maruti Suzuki Alto,Maruti,2005,40000,Petrol,100000.0
755,Maruti Suzuki Ritz,Maruti,2010,38000,Diesel,150000.0
756,Maruti Suzuki Alto,Maruti,2017,12500,Petrol,225000.0
757,Maruti Suzuki Dzire,Maruti,2009,42000,Petrol,210000.0
758,Hyundai i20 Asta,Hyundai,2014,31000,Petrol,425000.0
759,Maruti Suzuki Swift,Maruti,2008,60000,Diesel,162000.0
760,Tata Indica V2,Tata,2005,80000,Diesel,60000.0
761,Mahindra Scorpio VLX,Mahindra,2014,77000,Diesel,650000.0
762,Toyota Innova 2.5,Toyota,2012,75000,Diesel,750000.0
763,Mahindra Xylo E8,Mahindra,2010,40000,Diesel,375000.0
764,Hyundai i20 Magna,Hyundai,2011,47000,Petrol,230000.0
765,Maruti Suzuki Omni,Maruti,2000,60000,Petrol,35999.0
766,Mahindra KUV100,Mahindra,2016,26500,Petrol,380000.0
767,Mahindra KUV100 K8,Mahindra,2019,2875,Petrol,560000.0
768,Datsun Go Plus,Datsun,2016,13900,Petrol,285000.0
769,Ford Endeavor 4x4,Ford,2019,9000,Diesel,2900000.0
770,Tata Indica V2,Tata,2005,80000,Diesel,39999.0
771,Hyundai Santro Xing,Hyundai,2006,60000,Petrol,85000.0
772,Maruti Suzuki Wagon,Maruti,2016,20000,Petrol,395000.0
773,Maruti Suzuki Swift,Maruti,2008,58000,Diesel,175000.0
774,Maruti Suzuki Alto,Maruti,2019,1500,Petrol,400000.0
775,Toyota Innova 2.5,Toyota,2011,75000,Diesel,750000.0
776,Maruti Suzuki Alto,Maruti,2016,2450,Petrol,250000.0
777,Maruti Suzuki Alto,Maruti,2019,1625,Petrol,425000.0
778,Volkswagen Polo Highline1.2L,Volkswagen,2017,45000,Petrol,525000.0
779,Mahindra Logan,Mahindra,2009,65000,Diesel,130000.0
780,Maruti Suzuki 800,Maruti,2000,33400,Petrol,30000.0
781,Mahindra Scorpio,Mahindra,2011,60123,Diesel,475000.0
782,Chevrolet Sail 1.2,Chevrolet,2013,28000,Petrol,300000.0
783,Hyundai Santro AE,Hyundai,2003,70000,Petrol,60000.0
784,Maruti Suzuki Wagon,Maruti,2006,7000,Petrol,100000.0
785,Hyundai Eon,Hyundai,2018,25000,Petrol,260000.0
786,Tata Manza,Tata,2015,100000,Diesel,100000.0
787,Toyota Etios G,Toyota,2013,42000,Petrol,265000.0
